solution_id,configuration_id,scenario_id,aidres_sector_id,horizon,electricity_[mwh/t],electricity_[gj/t],alternative_fuel_mixture_[gj/t],biomass_[gj/t],biomass_waste_[gj/t],coal_[gj/t],coke_[gj/t],crude_oil_[gj/t],hydrogen_[gj/t],methanol_[gj/t],ammonia_[gj/t],naphtha_[gj/t],natural_gas_[gj/t],plastic_mix_[gj/t],alternative_fuel_mixture_[t/t],biomass_[t/t],biomass_waste_[t/t],coal_[t/t],coke_[t/t],crude_oil_[t/t],hydrogen_[t/t],methanol_[t/t],ammonia_[t/t],naphtha_[t/t],natural_gas_[t/t],plastic_mix_[t/t],totex_[eur/t],opex_var_[eur/t],co2_allowance_[eur/t],opex_cst_[eur/t],opex_[eur/t],capex_[eur/t],direct_emission_[tco2/t],total_emission_[tco2/t],direct_emission_reduction_[%],total_emission_reduction_[%],captured_co2_[tco2/t]
1176,172,3,3,2030,0.288141788,1.037310717,0,0,0,0,0,0,0.332612352,0,0,0,4.884099698,0,0,0,0,0,0,0,0.002777284,0,0,0,0.099754793,0,277.9956222,68.26189449,63.440142,85.14121572,216.8432522,61.15237,0.42293428,0.492514074,13.2,15.1,0.00989176
1177,172,4,3,2030,0.288141788,1.037310717,0,0,0,0,0,0,0.332612352,0,0,0,4.884099698,0,0,0,0,0,0,0,0.002777284,0,0,0,0.099754793,0,311.9130084,102.1792806,63.440142,85.14121572,250.7606384,61.15237,0.42293428,0.492514074,13.2,15.1,0.00989176
1178,174,5,3,2050,0.690417927,2.485506516,0,0,0,0,0,0,2.087969096,0,0,0,1.559225504,0,0,0,0,0,0,0,0.017418522,0,0,0,0.031846241,0,249.1718666,90.30668227,11.64632,85.14036431,187.0933666,62.0785,0.0332752,0.044449658,93.2,92.3,0.07005484
1179,174,6,3,2050,0.690417927,2.485506516,0,0,0,0,0,0,2.087969096,0,0,0,1.559225504,0,0,0,0,0,0,0,0.017418522,0,0,0,0.031846241,0,255.6686447,96.8034604,11.64632,85.14036431,193.5901447,62.0785,0.0332752,0.044449658,93.2,92.3,0.07005484
1180,174,7,3,2050,0.690417927,2.485506516,0,0,0,0,0,0,2.087969096,0,0,0,1.559225504,0,0,0,0,0,0,0,0.017418522,0,0,0,0.031846241,0,266.5903881,107.7252038,11.64632,85.14036431,204.5118881,62.0785,0.0332752,0.044449658,93.2,92.3,0.07005484
1181,174,8,3,2050,0.690417927,2.485506516,0,0,0,0,0,0,2.087969096,0,0,0,1.559225504,0,0,0,0,0,0,0,0.017418522,0,0,0,0.031846241,0,273.0871662,114.2219819,11.64632,85.14036431,211.0086662,62.0785,0.0332752,0.044449658,93.2,92.3,0.07005484
1182,175,0,4,2018,0.03986,0.14351,0,0,0,0,0,67.22939,0,0,0,0,2.50958,0,0,0,0,0,0,1.56822,0,0,0,0,0.05126,0,666.8814679,602.2337793,5.7288,14.91888868,622.8814679,44,0.231,0.622573543,0,0,0
1183,175,1,4,2030,0.03986,0.14351,0,0,0,0,0,67.22939,0,0,0,0,2.50958,0,0,0,0,0,0,1.56822,0,0,0,0,0.05126,0,694.0682799,600.4993912,34.65,14.91888868,650.0682799,44,0.231,0.618160607,0,0.7,0
1184,175,2,4,2030,0.03986,0.14351,0,0,0,0,0,67.22939,0,0,0,0,2.50958,0,0,0,0,0,0,1.56822,0,0,0,0,0.05126,0,711.4959327,617.927044,34.65,14.91888868,667.4959327,44,0.231,0.618160607,0,0.7,0
1185,175,3,4,2030,0.03986,0.14351,0,0,0,0,0,67.22939,0,0,0,0,2.50958,0,0,0,0,0,0,1.56822,0,0,0,0,0.05126,0,694.0682799,600.4993912,34.65,14.91888868,650.0682799,44,0.231,0.618160607,0,0.7,0
1186,175,4,4,2030,0.03986,0.14351,0,0,0,0,0,67.22939,0,0,0,0,2.50958,0,0,0,0,0,0,1.56822,0,0,0,0,0.05126,0,711.4959327,617.927044,34.65,14.91888868,667.4959327,44,0.231,0.618160607,0,0.7,0
1187,175,5,4,2050,0.03986,0.14351,0,0,0,0,0,67.22939,0,0,0,0,2.50958,0,0,0,0,0,0,1.56822,0,0,0,0,0.05126,0,747.239341,607.4704523,80.85,14.91888868,703.239341,44,0.231,0.613376937,0,1.5,0
1188,175,6,4,2050,0.03986,0.14351,0,0,0,0,0,67.22939,0,0,0,0,2.50958,0,0,0,0,0,0,1.56822,0,0,0,0,0.05126,0,757.6959327,617.927044,80.85,14.91888868,713.6959327,44,0.231,0.613376937,0,1.5,0
1189,175,7,4,2050,0.03986,0.14351,0,0,0,0,0,67.22939,0,0,0,0,2.50958,0,0,0,0,0,0,1.56822,0,0,0,0,0.05126,0,747.239341,607.4704523,80.85,14.91888868,703.239341,44,0.231,0.613376937,0,1.5,0
1190,175,8,4,2050,0.03986,0.14351,0,0,0,0,0,67.22939,0,0,0,0,2.50958,0,0,0,0,0,0,1.56822,0,0,0,0,0.05126,0,757.6959327,617.927044,80.85,14.91888868,713.6959327,44,0.231,0.613376937,0,1.5,0
1191,176,1,4,2030,0.03986,0.14351,0,0,0,0,0,67.22939,0.50519,0,0,0,1.72555,0,0,0,0,0,0,1.56822,0.00421,0,0,0,0.03524,0,687.3681628,607.6847341,28.35,7.33342868,643.3681628,44,0.189,0.570541721,18.2,8.4,0
1192,176,2,4,2030,0.03986,0.14351,0,0,0,0,0,67.22939,0.50519,0,0,0,1.72555,0,0,0,0,0,0,1.56822,0.00421,0,0,0,0.03524,0,699.3511585,619.6677298,28.35,7.33342868,655.3511585,44,0.189,0.570541721,18.2,8.4,0
1193,176,3,4,2030,0.03986,0.14351,0,0,0,0,0,67.22939,0.50519,0,0,0,1.72555,0,0,0,0,0,0,1.56822,0.00421,0,0,0,0.03524,0,695.7881628,616.1047341,28.35,7.33342868,651.7881628,44,0.189,0.570541721,18.2,8.4,0
1194,176,4,4,2030,0.03986,0.14351,0,0,0,0,0,67.22939,0.50519,0,0,0,1.72555,0,0,0,0,0,0,1.56822,0.00421,0,0,0,0.03524,0,707.7711585,628.0877298,28.35,7.33342868,663.7711585,44,0.189,0.570541721,18.2,8.4,0
1195,176,5,4,2050,0.03986,0.14351,0,0,0,0,0,67.22939,0.50519,0,0,0,1.72555,0,0,0,0,0,0,1.56822,0.00421,0,0,0,0.03524,0,723.646361,606.1629324,66.15,7.33342868,679.646361,44,0.189,0.565758051,18.2,9.1,0
1196,176,6,4,2050,0.03986,0.14351,0,0,0,0,0,67.22939,0.50519,0,0,0,1.72555,0,0,0,0,0,0,1.56822,0.00421,0,0,0,0.03524,0,730.8361585,613.3527298,66.15,7.33342868,686.8361585,44,0.189,0.565758051,18.2,9.1,0
1197,176,7,4,2050,0.03986,0.14351,0,0,0,0,0,67.22939,0.50519,0,0,0,1.72555,0,0,0,0,0,0,1.56822,0.00421,0,0,0,0.03524,0,727.856361,610.3729324,66.15,7.33342868,683.856361,44,0.189,0.565758051,18.2,9.1,0
1198,176,8,4,2050,0.03986,0.14351,0,0,0,0,0,67.22939,0.50519,0,0,0,1.72555,0,0,0,0,0,0,1.56822,0.00421,0,0,0,0.03524,0,735.0461585,617.5627298,66.15,7.33342868,691.0461585,44,0.189,0.565758051,18.2,9.1,0
1199,177,1,4,2030,0.06875,0.2475,0,0,0,0,0,67.22939,0.50519,0,0,0,1.72555,0,0,0,0,0,0,1.56822,0.00421,0,0,0,0.03524,0,662.9434967,609.7356496,2.85,6.35784708,618.9434967,44,0.019,0.404008057,91.8,35.1,0.17
1200,177,2,4,2030,0.06875,0.2475,0,0,0,0,0,67.22939,0.50519,0,0,0,1.72555,0,0,0,0,0,0,1.56822,0.00421,0,0,0,0.03524,0,674.9264924,621.7186453,2.85,6.35784708,630.9264924,44,0.019,0.404008057,91.8,35.1,0.17
1201,177,3,4,2030,0.06875,0.2475,0,0,0,0,0,67.22939,0.50519,0,0,0,1.72555,0,0,0,0,0,0,1.56822,0.00421,0,0,0,0.03524,0,671.3634967,618.1556496,2.85,6.35784708,627.3634967,44,0.019,0.404008057,91.8,35.1,0.17
1202,177,4,4,2030,0.06875,0.2475,0,0,0,0,0,67.22939,0.50519,0,0,0,1.72555,0,0,0,0,0,0,1.56822,0.00421,0,0,0,0.03524,0,683.3464924,630.1386453,2.85,6.35784708,639.3464924,44,0.019,0.404008057,91.8,35.1,0.17
1203,177,5,4,2050,0.06875,0.2475,0,0,0,0,0,67.22939,0.50519,0,0,0,1.72555,0,0,0,0,0,0,1.56822,0.00421,0,0,0,0.03524,0,665.221695,608.2138479,6.65,6.35784708,621.221695,44,0.019,0.395758051,91.8,36.4,0.17
1204,177,6,4,2050,0.06875,0.2475,0,0,0,0,0,67.22939,0.50519,0,0,0,1.72555,0,0,0,0,0,0,1.56822,0.00421,0,0,0,0.03524,0,672.4114924,615.4036453,6.65,6.35784708,628.4114924,44,0.019,0.395758051,91.8,36.4,0.17
1205,177,7,4,2050,0.06875,0.2475,0,0,0,0,0,67.22939,0.50519,0,0,0,1.72555,0,0,0,0,0,0,1.56822,0.00421,0,0,0,0.03524,0,669.431695,612.4238479,6.65,6.35784708,625.431695,44,0.019,0.395758051,91.8,36.4,0.17
1206,177,8,4,2050,0.06875,0.2475,0,0,0,0,0,67.22939,0.50519,0,0,0,1.72555,0,0,0,0,0,0,1.56822,0.00421,0,0,0,0.03524,0,676.6214924,619.6136453,6.65,6.35784708,632.6214924,44,0.019,0.395758051,91.8,36.4,0.17
1207,178,1,4,2030,0.0752,0.27071,0,0,0,0,0,67.22939,0,0,0,0,2.50958,0,0,0,0,0,0,1.56822,0,0,0,0,0.05126,0,665.1836026,603.0080599,3.45,13.72554268,620.1836026,45,0.023,0.414400611,90,33.4,0.208
1208,178,2,4,2030,0.0752,0.27071,0,0,0,0,0,67.22939,0,0,0,0,2.50958,0,0,0,0,0,0,1.56822,0,0,0,0,0.05126,0,682.6112554,620.4357127,3.45,13.72554268,637.6112554,45,0.023,0.414400611,90,33.4,0.208
1209,178,3,4,2030,0.0752,0.27071,0,0,0,0,0,67.22939,0,0,0,0,2.50958,0,0,0,0,0,0,1.56822,0,0,0,0,0.05126,0,665.1836026,603.0080599,3.45,13.72554268,620.1836026,45,0.023,0.414400611,90,33.4,0.208
1210,178,4,4,2030,0.0752,0.27071,0,0,0,0,0,67.22939,0,0,0,0,2.50958,0,0,0,0,0,0,1.56822,0,0,0,0,0.05126,0,682.6112554,620.4357127,3.45,13.72554268,637.6112554,45,0.023,0.414400611,90,33.4,0.208
1211,178,5,4,2050,0.0752,0.27071,0,0,0,0,0,67.22939,0,0,0,0,2.50958,0,0,0,0,0,0,1.56822,0,0,0,0,0.05126,0,676.7546637,609.979121,8.05,13.72554268,631.7546637,45,0.023,0.405376937,90,34.9,0.208
1212,178,6,4,2050,0.0752,0.27071,0,0,0,0,0,67.22939,0,0,0,0,2.50958,0,0,0,0,0,0,1.56822,0,0,0,0,0.05126,0,687.2112554,620.4357127,8.05,13.72554268,642.2112554,45,0.023,0.405376937,90,34.9,0.208
1213,178,7,4,2050,0.0752,0.27071,0,0,0,0,0,67.22939,0,0,0,0,2.50958,0,0,0,0,0,0,1.56822,0,0,0,0,0.05126,0,676.7546637,609.979121,8.05,13.72554268,631.7546637,45,0.023,0.405376937,90,34.9,0.208
1214,178,8,4,2050,0.0752,0.27071,0,0,0,0,0,67.22939,0,0,0,0,2.50958,0,0,0,0,0,0,1.56822,0,0,0,0,0.05126,0,687.2112554,620.4357127,8.05,13.72554268,642.2112554,45,0.023,0.405376937,90,34.9,0.208
1215,179,1,4,2030,0.8507,3.0625,0,85.27415,0,0,0,0,0,0,0,0,0,0,0,4.92915,0,0,0,0,0,0,0,0,0,0,581.3188312,341.3609039,0,46.95792728,388.3188312,193,0,0.102083415,100,83.6,0
1216,179,2,4,2030,0.8507,3.0625,0,85.27415,0,0,0,0,0,0,0,0,0,0,0,4.92915,0,0,0,0,0,0,0,0,0,0,581.3188312,341.3609039,0,46.95792728,388.3188312,193,0,0.102083415,100,83.6,0
1217,179,3,4,2030,0.8507,3.0625,0,85.27415,0,0,0,0,0,0,0,0,0,0,0,4.92915,0,0,0,0,0,0,0,0,0,0,581.3188312,341.3609039,0,46.95792728,388.3188312,193,0,0.102083415,100,83.6,0
1218,179,4,4,2030,0.8507,3.0625,0,85.27415,0,0,0,0,0,0,0,0,0,0,0,4.92915,0,0,0,0,0,0,0,0,0,0,581.3188312,341.3609039,0,46.95792728,388.3188312,193,0,0.102083415,100,83.6,0
1219,179,5,4,2050,0.8507,3.0625,0,85.27415,0,0,0,0,0,0,0,0,0,0,0,4.92915,0,0,0,0,0,0,0,0,0,0,581.3188312,341.3609039,0,46.95792728,388.3188312,193,0,0,100,100,0
1220,179,6,4,2050,0.8507,3.0625,0,85.27415,0,0,0,0,0,0,0,0,0,0,0,4.92915,0,0,0,0,0,0,0,0,0,0,581.3188312,341.3609039,0,46.95792728,388.3188312,193,0,0,100,100,0
1221,179,7,4,2050,0.8507,3.0625,0,85.27415,0,0,0,0,0,0,0,0,0,0,0,4.92915,0,0,0,0,0,0,0,0,0,0,581.3188312,341.3609039,0,46.95792728,388.3188312,193,0,0,100,100,0
1222,179,8,4,2050,0.8507,3.0625,0,85.27415,0,0,0,0,0,0,0,0,0,0,0,4.92915,0,0,0,0,0,0,0,0,0,0,581.3188312,341.3609039,0,46.95792728,388.3188312,193,0,0,100,100,0
1223,180,1,4,2030,0.82298,2.96273,0,82.55775,0,0,0,0,15.91461,0,0,0,0,0,0,4.77213,0,0,0,0,0.13275,0,0,0,0,0,851.552939,728.6930762,0,44.8598628,773.552939,78,0,0.098757746,100,84.1,0
1224,180,2,4,2030,0.82298,2.96273,0,82.55775,0,0,0,0,15.91461,0,0,0,0,0,0,4.77213,0,0,0,0,0.13275,0,0,0,0,0,851.552939,728.6930762,0,44.8598628,773.552939,78,0,0.098757746,100,84.1,0
1225,180,3,4,2030,0.82298,2.96273,0,82.55775,0,0,0,0,15.91461,0,0,0,0,0,0,4.77213,0,0,0,0,0.13275,0,0,0,0,0,1117.052939,994.1930762,0,44.8598628,1039.052939,78,0,0.098757746,100,84.1,0
1226,180,4,4,2030,0.82298,2.96273,0,82.55775,0,0,0,0,15.91461,0,0,0,0,0,0,4.77213,0,0,0,0,0.13275,0,0,0,0,0,1117.052939,994.1930762,0,44.8598628,1039.052939,78,0,0.098757746,100,84.1,0
1227,180,5,4,2050,0.82298,2.96273,0,82.55775,0,0,0,0,15.91461,0,0,0,0,0,0,4.77213,0,0,0,0,0.13275,0,0,0,0,0,652.427939,529.5680762,0,44.8598628,574.427939,78,0,0,100,100,0
1228,180,6,4,2050,0.82298,2.96273,0,82.55775,0,0,0,0,15.91461,0,0,0,0,0,0,4.77213,0,0,0,0,0.13275,0,0,0,0,0,652.427939,529.5680762,0,44.8598628,574.427939,78,0,0,100,100,0
1229,180,7,4,2050,0.82298,2.96273,0,82.55775,0,0,0,0,15.91461,0,0,0,0,0,0,4.77213,0,0,0,0,0.13275,0,0,0,0,0,785.177939,662.3180762,0,44.8598628,707.177939,78,0,0,100,100,0
1230,180,8,4,2050,0.82298,2.96273,0,82.55775,0,0,0,0,15.91461,0,0,0,0,0,0,4.77213,0,0,0,0,0.13275,0,0,0,0,0,785.177939,662.3180762,0,44.8598628,707.177939,78,0,0,100,100,0
1231,181,1,4,2030,7.46071,26.85854,0,82.55775,0,0,0,0,0,0,0,0,0,0,0,4.77213,0,0,0,0,0,0,0,0,0,0,935.581791,801.7219282,0,44.8598628,846.581791,89,0,0.895285383,100,-43.8,0
1232,181,2,4,2030,7.46071,26.85854,0,82.55775,0,0,0,0,0,0,0,0,0,0,0,4.77213,0,0,0,0,0,0,0,0,0,0,935.581791,801.7219282,0,44.8598628,846.581791,89,0,0.895285383,100,-43.8,0
1233,181,3,4,2030,7.46071,26.85854,0,82.55775,0,0,0,0,0,0,0,0,0,0,0,4.77213,0,0,0,0,0,0,0,0,0,0,935.581791,801.7219282,0,44.8598628,846.581791,89,0,0.895285383,100,-43.8,0
1234,181,4,4,2030,7.46071,26.85854,0,82.55775,0,0,0,0,0,0,0,0,0,0,0,4.77213,0,0,0,0,0,0,0,0,0,0,935.581791,801.7219282,0,44.8598628,846.581791,89,0,0.895285383,100,-43.8,0
1235,181,5,4,2050,7.46071,26.85854,0,82.55775,0,0,0,0,0,0,0,0,0,0,0,4.77213,0,0,0,0,0,0,0,0,0,0,935.581791,801.7219282,0,44.8598628,846.581791,89,0,0,100,100,0
1236,181,6,4,2050,7.46071,26.85854,0,82.55775,0,0,0,0,0,0,0,0,0,0,0,4.77213,0,0,0,0,0,0,0,0,0,0,935.581791,801.7219282,0,44.8598628,846.581791,89,0,0,100,100,0
1237,181,7,4,2050,7.46071,26.85854,0,82.55775,0,0,0,0,0,0,0,0,0,0,0,4.77213,0,0,0,0,0,0,0,0,0,0,935.581791,801.7219282,0,44.8598628,846.581791,89,0,0,100,100,0
1238,181,8,4,2050,7.46071,26.85854,0,82.55775,0,0,0,0,0,0,0,0,0,0,0,4.77213,0,0,0,0,0,0,0,0,0,0,935.581791,801.7219282,0,44.8598628,846.581791,89,0,0,100,100,0
1239,182,1,4,2030,0.94584,3.40503,0,85.27415,0,0,0,0,0,0,0,0,0,0,0,4.92915,0,0,0,0,0,0,0,0,0,0,334.8107309,348.1163621,-250.05,43.74436888,141.8107309,193,-1.667,-1.553498909,821.6,349.5,1.667
1240,182,2,4,2030,0.94584,3.40503,0,85.27415,0,0,0,0,0,0,0,0,0,0,0,4.92915,0,0,0,0,0,0,0,0,0,0,334.8107309,348.1163621,-250.05,43.74436888,141.8107309,193,-1.667,-1.553498909,821.6,349.5,1.667
1241,182,3,4,2030,0.94584,3.40503,0,85.27415,0,0,0,0,0,0,0,0,0,0,0,4.92915,0,0,0,0,0,0,0,0,0,0,334.8107309,348.1163621,-250.05,43.74436888,141.8107309,193,-1.667,-1.553498909,821.6,349.5,1.667
1242,182,4,4,2030,0.94584,3.40503,0,85.27415,0,0,0,0,0,0,0,0,0,0,0,4.92915,0,0,0,0,0,0,0,0,0,0,334.8107309,348.1163621,-250.05,43.74436888,141.8107309,193,-1.667,-1.553498909,821.6,349.5,1.667
1243,182,5,4,2050,0.94584,3.40503,0,85.27415,0,0,0,0,0,0,0,0,0,0,0,4.92915,0,0,0,0,0,0,0,0,0,0,1.410730937,348.1163621,-583.45,43.74436888,-191.5892691,193,-1.667,-1.667,821.6,367.8,1.667
1244,182,6,4,2050,0.94584,3.40503,0,85.27415,0,0,0,0,0,0,0,0,0,0,0,4.92915,0,0,0,0,0,0,0,0,0,0,1.410730937,348.1163621,-583.45,43.74436888,-191.5892691,193,-1.667,-1.667,821.6,367.8,1.667
1245,182,7,4,2050,0.94584,3.40503,0,85.27415,0,0,0,0,0,0,0,0,0,0,0,4.92915,0,0,0,0,0,0,0,0,0,0,1.410730937,348.1163621,-583.45,43.74436888,-191.5892691,193,-1.667,-1.667,821.6,367.8,1.667
1246,182,8,4,2050,0.94584,3.40503,0,85.27415,0,0,0,0,0,0,0,0,0,0,0,4.92915,0,0,0,0,0,0,0,0,0,0,1.410730937,348.1163621,-583.45,43.74436888,-191.5892691,193,-1.667,-1.667,821.6,367.8,1.667
1247,183,1,4,2030,0.91803,3.30492,0,82.55775,0,0,0,0,15.91461,0,0,0,0,0,0,4.77213,0,0,0,0,0.13275,0,0,0,0,0,596.741375,735.4418288,-259.35,41.64954616,517.741375,79,-1.729,-1.618835912,848.5,360,1.729
1248,183,2,4,2030,0.91803,3.30492,0,82.55775,0,0,0,0,15.91461,0,0,0,0,0,0,4.77213,0,0,0,0,0.13275,0,0,0,0,0,596.741375,735.4418288,-259.35,41.64954616,517.741375,79,-1.729,-1.618835912,848.5,360,1.729
1249,183,3,4,2030,0.91803,3.30492,0,82.55775,0,0,0,0,15.91461,0,0,0,0,0,0,4.77213,0,0,0,0,0.13275,0,0,0,0,0,862.241375,1000.941829,-259.35,41.64954616,783.241375,79,-1.729,-1.618835912,848.5,360,1.729
1250,183,4,4,2030,0.91803,3.30492,0,82.55775,0,0,0,0,15.91461,0,0,0,0,0,0,4.77213,0,0,0,0,0.13275,0,0,0,0,0,862.241375,1000.941829,-259.35,41.64954616,783.241375,79,-1.729,-1.618835912,848.5,360,1.729
1251,183,5,4,2050,0.91803,3.30492,0,82.55775,0,0,0,0,15.91461,0,0,0,0,0,0,4.77213,0,0,0,0,0.13275,0,0,0,0,0,51.81637497,536.3168288,-605.15,41.64954616,-27.18362503,79,-1.729,-1.729,848.5,377.7,1.729
1252,183,6,4,2050,0.91803,3.30492,0,82.55775,0,0,0,0,15.91461,0,0,0,0,0,0,4.77213,0,0,0,0,0.13275,0,0,0,0,0,51.81637497,536.3168288,-605.15,41.64954616,-27.18362503,79,-1.729,-1.729,848.5,377.7,1.729
1253,183,7,4,2050,0.91803,3.30492,0,82.55775,0,0,0,0,15.91461,0,0,0,0,0,0,4.77213,0,0,0,0,0.13275,0,0,0,0,0,184.566375,669.0668288,-605.15,41.64954616,105.566375,79,-1.729,-1.729,848.5,377.7,1.729
1254,183,8,4,2050,0.91803,3.30492,0,82.55775,0,0,0,0,15.91461,0,0,0,0,0,0,4.77213,0,0,0,0,0.13275,0,0,0,0,0,184.566375,669.0668288,-605.15,41.64954616,105.566375,79,-1.729,-1.729,848.5,377.7,1.729
1255,184,1,4,2030,7.55576,27.20073,0,82.55775,0,0,0,0,0,0,0,0,0,0,0,4.77213,0,0,0,0,0,0,0,0,0,0,680.770227,808.4706808,-259.35,41.64954616,590.770227,90,-1.729,-0.822308275,848.5,232.1,1.729
1256,184,2,4,2030,7.55576,27.20073,0,82.55775,0,0,0,0,0,0,0,0,0,0,0,4.77213,0,0,0,0,0,0,0,0,0,0,680.770227,808.4706808,-259.35,41.64954616,590.770227,90,-1.729,-0.822308275,848.5,232.1,1.729
1257,184,3,4,2030,7.55576,27.20073,0,82.55775,0,0,0,0,0,0,0,0,0,0,0,4.77213,0,0,0,0,0,0,0,0,0,0,680.770227,808.4706808,-259.35,41.64954616,590.770227,90,-1.729,-0.822308275,848.5,232.1,1.729
1258,184,4,4,2030,7.55576,27.20073,0,82.55775,0,0,0,0,0,0,0,0,0,0,0,4.77213,0,0,0,0,0,0,0,0,0,0,680.770227,808.4706808,-259.35,41.64954616,590.770227,90,-1.729,-0.822308275,848.5,232.1,1.729
1259,184,5,4,2050,7.55576,27.20073,0,82.55775,0,0,0,0,0,0,0,0,0,0,0,4.77213,0,0,0,0,0,0,0,0,0,0,334.970227,808.4706808,-605.15,41.64954616,244.970227,90,-1.729,-1.729,848.5,377.7,1.729
1260,184,6,4,2050,7.55576,27.20073,0,82.55775,0,0,0,0,0,0,0,0,0,0,0,4.77213,0,0,0,0,0,0,0,0,0,0,334.970227,808.4706808,-605.15,41.64954616,244.970227,90,-1.729,-1.729,848.5,377.7,1.729
1261,184,7,4,2050,7.55576,27.20073,0,82.55775,0,0,0,0,0,0,0,0,0,0,0,4.77213,0,0,0,0,0,0,0,0,0,0,334.970227,808.4706808,-605.15,41.64954616,244.970227,90,-1.729,-1.729,848.5,377.7,1.729
1262,184,8,4,2050,7.55576,27.20073,0,82.55775,0,0,0,0,0,0,0,0,0,0,0,4.77213,0,0,0,0,0,0,0,0,0,0,334.970227,808.4706808,-605.15,41.64954616,244.970227,90,-1.729,-1.729,848.5,377.7,1.729
1263,185,1,4,2030,1.20606,4.3418,0,84.07821,0,0,0,0,0,0,0,0,0,0,0,4.86002,0,0,0,0,0,0,0,0,0,0,612.9266438,362.6511529,0,49.27549088,411.9266438,201,0,0.144726782,100,76.8,0
1264,185,2,4,2030,1.20606,4.3418,0,84.07821,0,0,0,0,0,0,0,0,0,0,0,4.86002,0,0,0,0,0,0,0,0,0,0,612.9266438,362.6511529,0,49.27549088,411.9266438,201,0,0.144726782,100,76.8,0
1265,185,3,4,2030,1.20606,4.3418,0,84.07821,0,0,0,0,0,0,0,0,0,0,0,4.86002,0,0,0,0,0,0,0,0,0,0,612.9266438,362.6511529,0,49.27549088,411.9266438,201,0,0.144726782,100,76.8,0
1266,185,4,4,2030,1.20606,4.3418,0,84.07821,0,0,0,0,0,0,0,0,0,0,0,4.86002,0,0,0,0,0,0,0,0,0,0,612.9266438,362.6511529,0,49.27549088,411.9266438,201,0,0.144726782,100,76.8,0
1267,185,5,4,2050,1.20606,4.3418,0,84.07821,0,0,0,0,0,0,0,0,0,0,0,4.86002,0,0,0,0,0,0,0,0,0,0,612.9266438,362.6511529,0,49.27549088,411.9266438,201,0,0,100,100,0
1268,185,6,4,2050,1.20606,4.3418,0,84.07821,0,0,0,0,0,0,0,0,0,0,0,4.86002,0,0,0,0,0,0,0,0,0,0,612.9266438,362.6511529,0,49.27549088,411.9266438,201,0,0,100,100,0
1269,185,7,4,2050,1.20606,4.3418,0,84.07821,0,0,0,0,0,0,0,0,0,0,0,4.86002,0,0,0,0,0,0,0,0,0,0,612.9266438,362.6511529,0,49.27549088,411.9266438,201,0,0,100,100,0
1270,185,8,4,2050,1.20606,4.3418,0,84.07821,0,0,0,0,0,0,0,0,0,0,0,4.86002,0,0,0,0,0,0,0,0,0,0,612.9266438,362.6511529,0,49.27549088,411.9266438,201,0,0,100,100,0
1271,186,1,4,2030,1.17873,4.24343,0,81.3999,0,0,0,0,15.69141,0,0,0,0,0,0,4.7052,0,0,0,0,0.13089,0,0,0,0,0,879.7631877,744.5563364,0,47.20685128,791.7631877,88,0,0.14144778,100,77.3,0
1272,186,2,4,2030,1.17873,4.24343,0,81.3999,0,0,0,0,15.69141,0,0,0,0,0,0,4.7052,0,0,0,0,0.13089,0,0,0,0,0,879.7631877,744.5563364,0,47.20685128,791.7631877,88,0,0.14144778,100,77.3,0
1273,186,3,4,2030,1.17873,4.24343,0,81.3999,0,0,0,0,15.69141,0,0,0,0,0,0,4.7052,0,0,0,0,0.13089,0,0,0,0,0,1141.543188,1006.336336,0,47.20685128,1053.543188,88,0,0.14144778,100,77.3,0
1274,186,4,4,2030,1.17873,4.24343,0,81.3999,0,0,0,0,15.69141,0,0,0,0,0,0,4.7052,0,0,0,0,0.13089,0,0,0,0,0,1141.543188,1006.336336,0,47.20685128,1053.543188,88,0,0.14144778,100,77.3,0
1275,186,5,4,2050,1.17873,4.24343,0,81.3999,0,0,0,0,15.69141,0,0,0,0,0,0,4.7052,0,0,0,0,0.13089,0,0,0,0,0,683.4281877,548.2213364,0,47.20685128,595.4281877,88,0,0,100,100,0
1276,186,6,4,2050,1.17873,4.24343,0,81.3999,0,0,0,0,15.69141,0,0,0,0,0,0,4.7052,0,0,0,0,0.13089,0,0,0,0,0,683.4281877,548.2213364,0,47.20685128,595.4281877,88,0,0,100,100,0
1277,186,7,4,2050,1.17873,4.24343,0,81.3999,0,0,0,0,15.69141,0,0,0,0,0,0,4.7052,0,0,0,0,0.13089,0,0,0,0,0,814.3181877,679.1113364,0,47.20685128,726.3181877,88,0,0,100,100,0
1278,186,8,4,2050,1.17873,4.24343,0,81.3999,0,0,0,0,15.69141,0,0,0,0,0,0,4.7052,0,0,0,0,0.13089,0,0,0,0,0,814.3181877,679.1113364,0,47.20685128,726.3181877,88,0,0,100,100,0
1279,187,1,4,2030,7.72337,27.8041,0,81.3999,0,0,0,0,0,0,0,0,0,0,0,4.7052,0,0,0,0,0,0,0,0,0,0,962.76232890000006,816.5554776,0,47.20685128,863.76232890000006,99,0,0.926804075,100,-48.9,0
1280,187,2,4,2030,7.72337,27.8041,0,81.3999,0,0,0,0,0,0,0,0,0,0,0,4.7052,0,0,0,0,0,0,0,0,0,0,962.76232890000006,816.5554776,0,47.20685128,863.76232890000006,99,0,0.926804075,100,-48.9,0
