configuration_id;configuration;configuration_product_id;horizon;is_mix;is_reference_route;configuration_active;data_source_id;configuration_abbreviation;configuration_description;configuration_remark;configuration_source;configuration_year;mix_2018;mix_2030;mix_2040;mix_2050
100;(NG)NH3-MEA;11;NULL;0;0;1;0;REFR/NGNH3/CoolT/NGF/MEA;Refrigerator conventional,Ammonia plant conventional,Cooling tower,Natural gas Furnace,Monoethanolamine Carbon Capture;NULL;NULL;2018;0;0;0;0
101;(NG)NH3-DEA;11;NULL;0;0;1;0;REFR/NGNH3/CoolT/NGF;Refrigerator conventional,Ammonia plant conventional,Cooling tower,Natural gas Furnace;NULL;NULL;2018;0;0.01762;0.03758;0.05754
102;(NG)NH3-MEA-DEA;11;NULL;0;0;1;0;REFR/NGNH3/CoolT/NGF/MEA;Refrigerator conventional,Ammonia plant conventional,Cooling tower,Natural gas Furnace,Monoethanolamine Carbon Capture;NULL;NULL;2018;0;0.01762;0.03758;0.05754
103;(NG)NH3-MVR;11;NULL;0;0;1;0;REFR/STN/NGNH3/CoolT/NGF/MVR;Refrigerator conventional,Steam network,Ammonia plant conventional,Cooling tower,Natural gas Furnace,Mechanical vapor recompression;NULL;NULL;2018;0;0;0;0
104;(NG)NH3-MVR-MEA;11;NULL;0;0;1;0;REFR/STN/NGNH3/CoolT/NGF/MVR/MEA;Refrigerator conventional,Steam network,Ammonia plant conventional,Cooling tower,Natural gas Furnace,Mechanical vapor recompression,Monoethanolamine Carbon Capture;NULL;NULL;2018;0;0;0;0
105;(NG)NH3-MVR-DEA;11;NULL;0;0;1;0;REFR/STN/NGNH3/CoolT/NGF/MVR;Refrigerator conventional,Steam network,Ammonia plant conventional,Cooling tower,Natural gas Furnace,Mechanical vapor recompression;NULL;NULL;2018;0;0.01762;0.03758;0.05754
106;(NG)NH3-MVR-MEA-DEA;11;NULL;0;0;1;0;REFR/STN/NGNH3/CoolT/NGF/MVR/MEA;Refrigerator conventional,Steam network,Ammonia plant conventional,Cooling tower,Natural gas Furnace,Mechanical vapor recompression,Monoethanolamine Carbon Capture;NULL;NULL;2018;0;0.01762;0.03758;0.05754
107;(BM)NH3;11;NULL;0;0;1;0;REFR/STN/BioNH3/CoolT;Refrigerator conventional,Steam network,Ammonia plant biomass,Cooling tower;NULL;NULL;2018;0;0.01531;0.03266;0.05
108;(BM)NH3-DEA;11;NULL;0;0;1;0;REFR/STN/BioNH3/CoolT;Refrigerator conventional,Steam network,Ammonia plant biomass,Cooling tower;NULL;NULL;2018;0;0;0;0
109;(H2)NH3;11;NULL;0;0;1;0;REFR/ELECNH3/CoolT/ASU;Refrigerator conventional,Ammonia plant electrolyzer,Cooling tower,Air separation unit;NULL;NULL;2018;0;0.21437;0.45718;0.7
110;(H2)NH3-AEL;11;NULL;0;0;1;0;REFR/ELECNH3/CoolT/ASU/AEL;Refrigerator conventional,Ammonia plant electrolyzer,Cooling tower,Air separation unit,Alkaline electrolyser;NULL;NULL;2018;0;0;0;0
111;EU-mix-2018;11;2018;1;0;1;0;CoolT/NGF/NGNH3/REFR;Cooling tower,Natural gas Furnace,Ammonia plant conventional,Refrigerator conventional;NULL;NULL;2018;1;0;0;0
112;EU-mix-2030;11;2030;1;0;1;0;ASU/BioNH3/CoolT/ELECNH3/MEA/MVR/NGF/NGNH3/REFR/STN;Air separation unit,Ammonia plant biomass,Cooling tower,Ammonia plant electrolyzer,Monoethanolamine Carbon Capture,Mechanical vapor recompression,Natural gas Furnace,Ammonia plant conventional,Refrigerator conventional,Steam network;NULL;NULL;2018;0;1;0;0
113;EU-mix-2040;11;2040;1;0;1;0;ASU/BioNH3/CoolT/ELECNH3/MEA/MVR/NGF/NGNH3/REFR/STN;Air separation unit,Ammonia plant biomass,Cooling tower,Ammonia plant electrolyzer,Monoethanolamine Carbon Capture,Mechanical vapor recompression,Natural gas Furnace,Ammonia plant conventional,Refrigerator conventional,Steam network;NULL;NULL;2018;0;0;1;0
114;EU-mix-2050;11;2050;1;0;1;0;ASU/BioNH3/CoolT/ELECNH3/MEA/MVR/NGF/NGNH3/REFR/STN;Air separation unit,Ammonia plant biomass,Cooling tower,Ammonia plant electrolyzer,Monoethanolamine Carbon Capture,Mechanical vapor recompression,Natural gas Furnace,Ammonia plant conventional,Refrigerator conventional,Steam network;NULL;NULL;2018;0;0;0;1
115;(NG)HNO3;12;NULL;0;1;1;0;REFR/STN/NGNH3/CoolT/HNO3;Refrigerator conventional,Steam network,Ammonia plant conventional,Cooling tower,Nitric Acid plant;NULL;NULL;2018;1;0.76636;0.50171;0.23706
116;(NG)HNO3-DEA;12;NULL;0;0;1;0;REFR/STN/NGNH3/CoolT/HNO3;Refrigerator conventional,Steam network,Ammonia plant conventional,Cooling tower,Nitric Acid plant;NULL;NULL;2018;0;0.03369;0.07184;0.11
117;(BM)HNO3;12;NULL;0;0;1;0;REFR/STN/BioNH3/CoolT/HNO3;Refrigerator conventional,Steam network,Ammonia plant biomass,Cooling tower,Nitric Acid plant;NULL;NULL;2018;0;0.04594;0.09797;0.15
118;(BM)HNO3-DEA;12;NULL;0;0;1;0;REFR/STN/BioNH3/CoolT/HNO3;Refrigerator conventional,Steam network,Ammonia plant biomass,Cooling tower,Nitric Acid plant;NULL;NULL;2018;0;0.03369;0.07184;0.11
119;(H2)HNO3;12;NULL;0;0;1;0;REFR/STN/ELECNH3/CoolT/ASU/HNO3;Refrigerator conventional,Steam network,Ammonia plant electrolyzer,Cooling tower,Air separation unit,Nitric Acid plant;NULL;NULL;2018;0;0.12033;0.25663;0.39294
120;(H2)HNO3-AEL;12;NULL;0;0;1;0;REFR/STN/ELECNH3/CoolT/ASU/AEL/HNO3;Refrigerator conventional,Steam network,Ammonia plant electrolyzer,Cooling tower,Air separation unit,Alkaline electrolyser,Nitric Acid plant;NULL;NULL;2018;0;0;0;0
121;(NH3)HNO3;12;NULL;0;0;1;0;STN/CoolT/HNO3;Steam network,Cooling tower,Nitric Acid plant;NULL;NULL;2018;0;0;0;0
122;EU-mix-2018;12;2018;1;0;1;0;CoolT/HNO3/NGNH3/REFR/STN;Cooling tower,Nitric Acid plant,Ammonia plant conventional,Refrigerator conventional,Steam network;NULL;NULL;2018;1;0;0;0
123;EU-mix-2030;12;2030;1;0;1;0;ASU/BioNH3/CoolT/ELECNH3/HNO3/NGNH3/REFR/STN;Air separation unit,Ammonia plant biomass,Cooling tower,Ammonia plant electrolyzer,Nitric Acid plant,Ammonia plant conventional,Refrigerator conventional,Steam network;NULL;NULL;2018;0;1;0;0
124;EU-mix-2040;12;2040;1;0;1;0;ASU/BioNH3/CoolT/ELECNH3/HNO3/NGNH3/REFR/STN;Air separation unit,Ammonia plant biomass,Cooling tower,Ammonia plant electrolyzer,Nitric Acid plant,Ammonia plant conventional,Refrigerator conventional,Steam network;NULL;NULL;2018;0;0;1;0
125;EU-mix-2050;12;2050;1;0;1;0;ASU/BioNH3/CoolT/ELECNH3/HNO3/NGNH3/REFR/STN;Air separation unit,Ammonia plant biomass,Cooling tower,Ammonia plant electrolyzer,Nitric Acid plant,Ammonia plant conventional,Refrigerator conventional,Steam network;NULL;NULL;2018;0;0;0;1
126;(NG)Urea;13;NULL;0;1;1;0;REFR/STN/NGNH3/CoolT/NGF/UREA;Refrigerator conventional,Steam network,Ammonia plant conventional,Cooling tower,Natural gas Furnace,Urea plant;NULL;NULL;2018;1;0.69342;0.34671;0
127;(NG)Urea-MEA;13;NULL;0;0;1;0;REFR/STN/NGNH3/CoolT/NGF/MEA/UREA;Refrigerator conventional,Steam network,Ammonia plant conventional,Cooling tower,Natural gas Furnace,Monoethanolamine Carbon Capture,Urea plant;NULL;NULL;2018;0;0.0272;0.05797;0.08873
128;(NG)Urea-DEA;13;NULL;0;0;1;0;REFR/STN/NGNH3/CoolT/NGF/UREA;Refrigerator conventional,Steam network,Ammonia plant conventional,Cooling tower,Natural gas Furnace,Urea plant;NULL;NULL;2018;0;0;0;0
129;(NG)Urea-MEA-DEA;13;NULL;0;0;1;0;REFR/STN/NGNH3/CoolT/NGF/MEA/UREA;Refrigerator conventional,Steam network,Ammonia plant conventional,Cooling tower,Natural gas Furnace,Monoethanolamine Carbon Capture,Urea plant;NULL;NULL;2018;0;0;0;0
130;(BM)Urea;13;NULL;0;0;1;0;REFR/STN/BioNH3/CoolT/UREA;Refrigerator conventional,Steam network,Ammonia plant biomass,Cooling tower,Urea plant;NULL;NULL;2018;0;0.13969;0.29766;0.45563
131;(BM)Urea-DEA;13;NULL;0;0;1;0;REFR/STN/BioNH3/CoolT/UREA;Refrigerator conventional,Steam network,Ammonia plant biomass,Cooling tower,Urea plant;NULL;NULL;2018;0;0;0;0
132;(H2)Urea;13;NULL;0;0;1;0;REFR/ELECNH3/CoolT/ASU/UREA;Refrigerator conventional,Ammonia plant electrolyzer,Cooling tower,Air separation unit,Urea plant;NULL;NULL;2018;0;0.13969;0.29766;0.45563
133;(H2)Urea-AEL;13;NULL;0;0;1;0;REFR/ELECNH3/CoolT/ASU/AEL/UREA;Refrigerator conventional,Ammonia plant electrolyzer,Cooling tower,Air separation unit,Alkaline electrolyser,Urea plant;NULL;NULL;2018;0;0;0;0
134;(NH3)Urea;13;NULL;0;0;1;0;CoolT/UREA;Cooling tower,Urea plant;NULL;NULL;2018;0;0;0;0
135;EU-mix-2018;13;2018;1;0;1;0;CoolT/NGF/NGNH3/REFR/STN/UREA;Cooling tower,Natural gas Furnace,Ammonia plant conventional,Refrigerator conventional,Steam network,Urea plant;NULL;NULL;2018;1;0;0;0
136;EU-mix-2030;13;2030;1;0;1;0;ASU/BioNH3/CoolT/ELECNH3/MEA/NGF/NGNH3/REFR/STN/UREA;Air separation unit,Ammonia plant biomass,Cooling tower,Ammonia plant electrolyzer,Monoethanolamine Carbon Capture,Natural gas Furnace,Ammonia plant conventional,Refrigerator conventional,Steam network,Urea plant;NULL;NULL;2018;0;1;0;0
137;EU-mix-2040;13;2040;1;0;1;0;ASU/BioNH3/CoolT/ELECNH3/MEA/NGF/NGNH3/REFR/STN/UREA;Air separation unit,Ammonia plant biomass,Cooling tower,Ammonia plant electrolyzer,Monoethanolamine Carbon Capture,Natural gas Furnace,Ammonia plant conventional,Refrigerator conventional,Steam network,Urea plant;NULL;NULL;2018;0;0;1;0
138;EU-mix-2050;13;2050;1;0;1;0;ASU/BioNH3/CoolT/ELECNH3/MEA/NGF/NGNH3/REFR/STN/UREA;Air separation unit,Ammonia plant biomass,Cooling tower,Ammonia plant electrolyzer,Monoethanolamine Carbon Capture,Natural gas Furnace,Ammonia plant conventional,Refrigerator conventional,Steam network,Urea plant;NULL;NULL;2018;0;0;0;1
139;(NG);15;NULL;0;1;1;0;Container/AC/NGF;" Container glass,Air,NG Furnace";NULL;NULL;2018;1;0.8588;0.4294;0
140;(NG)-CC;15;NULL;0;0;1;0;Container/AC/NGF/MEA;" Container glass,Air,NG Furnace,Monoethanolamine carbon capture";NULL;NULL;2018;0;0.03454;0.13959;0.24464
141;(H2);15;NULL;0;0;1;0;Container/AC/H2F;" Container glass,Air,H2 Furnace";NULL;NULL;2018;0;0.01879;0.07591;0.13304
142;(H2)-CC;15;NULL;0;0;1;0;Container/AC/H2F/MEA;" Container glass,Air,H2 Furnace,Monoethanolamine carbon capture";NULL;NULL;2018;0;0.03454;0.13959;0.24464
143;(H2)-AEL;15;NULL;0;0;1;0;Container/AC/H2F/AEL;" Container glass,Air,H2 Furnace,Alkaline electrolyzer";NULL;NULL;2018;0;0;0;0
144;(H2)-AEL-CC;15;NULL;0;0;1;0;Container/AC/H2F/MEA/AEL;" Container glass,Air,H2 Furnace,Monoethanolamine carbon capture,Alkaline electrolyzer";NULL;NULL;2018;0;0;0;0
145;(EL);15;NULL;0;0;1;0;Container/AC/ELF;" Container glass,Air,EL Furnace";NULL;NULL;2018;0;0.01879;0.07591;0.13304
146;(EL)-CC;15;NULL;0;0;1;0;Container/AC/MEA/ELF;" Container glass,Air,Monoethanolamine carbon capture,EL Furnace";NULL;NULL;2018;0;0.03454;0.13959;0.24464
147;EU-mix-2018;15;2018;1;0;1;0;AC/Container/NGF;Air, Container glass,NG Furnace;NULL;NULL;2018;1;0;0;0
